1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL		
11747	PSITTACIFORMES	Psittaculidae	Psittacula roseata	Biswas	1951	Am. Mus. Novit. 1500: 4	http://hdl.handle.net/2246/3969		
11748	PSITTACIFORMES	Psittaculidae	Psittacula roseata roseata	Biswas	1951	Am. Mus. Novit. 1500: 4	http://hdl.handle.net/2246/3969		
11749	PSITTACIFORMES	Psittaculidae	Psittacula roseata juneae	Biswas	1951	Am. Mus. Novit. 1500: 5	http://hdl.handle.net/2246/3969		
11750	PSITTACIFORMES	Psittaculidae	Psittacula cyanocephala	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 141	https://biodiversitylibrary.org/page/445266		
11751	PSITTACIFORMES	Psittaculidae	Psittacula alexandri	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 97	https://biodiversitylibrary.org/page/727004		
11752	PSITTACIFORMES	Psittaculidae	Psittacula alexandri alexandri	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 97	https://biodiversitylibrary.org/page/727004		
11753	PSITTACIFORMES	Psittaculidae	Psittacula alexandri fasciata	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 74	https://biodiversitylibrary.org/page/52710027		
11754	PSITTACIFORMES	Psittaculidae	Psittacula alexandri major	(Richmond)	1902	Proc. Biol. Soc. Wash. 15: 188	https://biodiversitylibrary.org/page/2365083		
11755	PSITTACIFORMES	Psittaculidae	Psittacula alexandri cala	(Oberholser)	1912	Smiths. Misc. Coll. 60 (7): 4	https://biodiversitylibrary.org/page/8910434		
11756	PSITTACIFORMES	Psittaculidae	Psittacula alexandri perionca	(Oberholser)	1912	Smiths. Misc. Coll. 60 (7): 4	https://biodiversitylibrary.org/page/8910434		
11757	PSITTACIFORMES	Psittaculidae	Psittacula alexandri abbotti	(Oberholser)	1919	Proc. Biol. Soc. Wash. 32: 29	https://biodiversitylibrary.org/page/3335102		
11758	PSITTACIFORMES	Psittaculidae	Psittacula alexandri dammermani	Chasen & Kloss	1932	Bull. Raffles Mus. no. 7: 8			
11759	PSITTACIFORMES	Psittaculidae	Psittacula alexandri kangeanensis	Hoogerwerf	1962	Ardea 50: 202			
11760	PSITTACIFORMES	Psittaculidae	Psittacula derbiana	(Fraser)	1852	Proc. Zool. Soc. London pt 18: 245 pl. 25	https://biodiversitylibrary.org/page/12858981		
11761	PSITTACIFORMES	Psittaculidae	Psittacula longicauda	(Boddaert)	1783	Table Planches Enlum.: 53	https://biodiversitylibrary.org/page/27822673		
11762	PSITTACIFORMES	Psittaculidae	Psittacula longicauda longicauda	(Boddaert)	1783	Table Planches Enlum.: 53	https://biodiversitylibrary.org/page/27822673		
11763	PSITTACIFORMES	Psittaculidae	Psittacula longicauda modesta	(Fraser)	1845	Proc. Zool. Soc. London pt 13: 16	https://biodiversitylibrary.org/page/12862512		
11764	PSITTACIFORMES	Psittaculidae	Psittacula longicauda nicobarica	(Gould)	1857	Birds Asia 6 pt 9 pl. 6	https://biodiversitylibrary.org/page/39632048		
11765	PSITTACIFORMES	Psittaculidae	Psittacula longicauda tytleri	(Hume)	1874	Stray Feathers 2: 454	https://biodiversitylibrary.org/page/29846835		
11766	PSITTACIFORMES	Psittaculidae	Psittacula longicauda defontainei	Chasen	1935	Bull. Raffles Mus. no. 9: 93			
11767	PSITTACIFORMES	Psittaculidae	Psittacula columboides	(Vigors)	1830	Zool. Journ. 5: 274	https://biodiversitylibrary.org/page/27657637		
11768	PSITTACIFORMES	Psittaculidae	Psittacula calthrapae	(Blyth)	1849	J. Asiat. Soc. Bengal 18 (2): 800	https://biodiversitylibrary.org/page/40133233		
11769	PSITTACIFORMES	Psittaculidae	Psittacula eupatria	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 140	https://biodiversitylibrary.org/page/445265		
11770	PSITTACIFORMES	Psittaculidae	Psittacula eupatria eupatria	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 140	https://biodiversitylibrary.org/page/445265		
11771	PSITTACIFORMES	Psittaculidae	Psittacula eupatria nipalensis	(Hodgson)	1836	As. Res. 19: 177	https://biodiversitylibrary.org/page/43118070		
11772	PSITTACIFORMES	Psittaculidae	Psittacula eupatria magnirostris	(Ball)	1872	J. Asiat. Soc. Bengal 41 (2): 278	https://biodiversitylibrary.org/page/52805753		
11773	PSITTACIFORMES	Psittaculidae	Psittacula eupatria avensis	(Kloss)	1917	J. Nat. Hist. Soc. Siam 2: 219	https://biodiversitylibrary.org/page/12264211		
11774	PSITTACIFORMES	Psittaculidae	Psittacula eupatria siamensis	(Kloss)	1917	J. Nat. Hist. Soc. Siam 2: 219	https://biodiversitylibrary.org/page/12264211		
11775	PSITTACIFORMES	Psittaculidae	Psittacula wardi  qq 	"(Newton, E)"	1867	"Ibis (Ser. 2)  3: 341, note"	https://biodiversitylibrary.org/page/8455625		
11776	PSITTACIFORMES	Psittaculidae	Psittacula krameri	(Scopoli)	1769	Annus I Hist. Nat.: 31	https://biodiversitylibrary.org/page/31117660		
11777	PSITTACIFORMES	Psittaculidae	Psittacula krameri krameri	(Scopoli)	1769	Annus I Hist. Nat.: 31	https://biodiversitylibrary.org/page/31117660		
11778	PSITTACIFORMES	Psittaculidae	Psittacula krameri manillensis	(Bechstein)	1800	"Naturgesch. Stubenthiere (Ed. 2) 1: 612, note"	https://biodiversitylibrary.org/page/33113821		
11779	PSITTACIFORMES	Psittaculidae	Psittacula krameri parvirostris	(Souancé)	1856	Rev. Mag. Zool. (Ser. 2) 8: 157	https://biodiversitylibrary.org/page/2303401		
11780	PSITTACIFORMES	Psittaculidae	Psittacula krameri borealis	(Neumann)	1915	Orn. Monatsb. 23: 178	https://biodiversitylibrary.org/page/8765018		
11781	PSITTACIFORMES	Psittaculidae	Psittacula eques	(Boddaert)	1783	Table Planches Enlum.: 13	https://biodiversitylibrary.org/page/27822614		
11782	PSITTACIFORMES	Psittaculidae	Psittacula eques eques  qq 	(Boddaert)	1783	Table Planches Enlum.: 13	https://biodiversitylibrary.org/page/27822614		
11783	PSITTACIFORMES	Psittaculidae	Psittacula eques echo	"(Newton, A & Newton, E)"	1876	Ibis (Ser. 3) 5: 284 pl. 6	https://biodiversitylibrary.org/page/8607438		
11784	PSITTACIFORMES	Psittaculidae	Psittacula exsul  qq 	"(Newton, A)"	1872	Ibis (Ser. 3) 2: 33	https://biodiversitylibrary.org/page/8617958		
11785	PSITTACIFORMES	Psittaculidae	Psittacula caniceps	(Blyth)	1846	J. Asiat. Soc. Bengal 15: 23	https://biodiversitylibrary.org/page/40122558		
11786	PSITTACIFORMES	Psittaculidae	Psittacula bensoni  qq 	(Holyoak)	1973	Ibis. 115: 417	https://doi.org/10.1111/j.1474-919X.1973.tb01980.x		
11787	PSITTACIFORMES	Psittaculidae	Psittacella	Schlegel	1871				
11788	PSITTACIFORMES	Psittaculidae	Psittacella brehmii	Schlegel	1871	Nederl. Tijdschr. Dierk. 4: 35	https://biodiversitylibrary.org/page/49085592		
11789	PSITTACIFORMES	Psittaculidae	Psittacella brehmii brehmii	Schlegel	1871	Nederl. Tijdschr. Dierk. 4: 35	https://biodiversitylibrary.org/page/49085592		
11790	PSITTACIFORMES	Psittaculidae	Psittacella brehmii pallida	"Meyer, AB"	1886	Zeitsch. ges. Orn. 3: 3	https://biodiversitylibrary.org/page/41086647		
11791	PSITTACIFORMES	Psittaculidae	Psittacella brehmii intermixta	"Hartert, E"	1930	Novit. Zool. 36: 107	https://biodiversitylibrary.org/page/3434593		
11792	PSITTACIFORMES	Psittaculidae	Psittacella brehmii harterti	Mayr	1931	Mitt. Zool. Mus. Berlin 17 Heft 5: 702			
11793	PSITTACIFORMES	Psittaculidae	Psittacella picta	Rothschild	1896	Bull. B.O.C. 6: 5	https://biodiversitylibrary.org/page/32475481		
11794	PSITTACIFORMES	Psittaculidae	Psittacella picta picta	Rothschild	1896	Bull. B.O.C. 6: 5	https://biodiversitylibrary.org/page/32475481		
11795	PSITTACIFORMES	Psittaculidae	Psittacella picta lorentzi	Van Oort	1910	Notes Leyden Mus. 32: 212	https://biodiversitylibrary.org/page/13217642		
11796	PSITTACIFORMES	Psittaculidae	Psittacella picta excelsa	Mayr & Gilliard	1951	Am. Mus. Novit. 1524: 6	http://hdl.handle.net/2246/3912		
11797	PSITTACIFORMES	Psittaculidae	Psittacella modesta	Schlegel	1871	Nederl. Tijdschr. Dierk. 4: 36	https://biodiversitylibrary.org/page/49085591		
11798	PSITTACIFORMES	Psittaculidae	Psittacella modesta modesta	Schlegel	1871	Nederl. Tijdschr. Dierk. 4: 36	https://biodiversitylibrary.org/page/49085591		
11799	PSITTACIFORMES	Psittaculidae	Psittacella modesta collaris	Ogilvie-Grant	1914	Bull. B.O.C. 35: 13	https://biodiversitylibrary.org/page/32439461		
11800	PSITTACIFORMES	Psittaculidae	Psittacella madaraszi	"Meyer, AB"	1886	Zeitsch. ges. Orn. 3: 4 pl. 1 fig. 1	https://biodiversitylibrary.org/page/41086648		
11801	PSITTACIFORMES	Psittaculidae	Psittacella madaraszi madaraszi	"Meyer, AB"	1886	Zeitsch. ges. Orn. 3: 4 pl. 1 fig. 1	https://biodiversitylibrary.org/page/41086648		
11802	PSITTACIFORMES	Psittaculidae	Psittacella madaraszi huonensis	Mayr & Rand	1935	Am. Mus. Novit. 814: 4	http://hdl.handle.net/2246/4098		
11803	PSITTACIFORMES	Psittaculidae	Psephotus	Gould	1845				
11804	PSITTACIFORMES	Psittaculidae	Psephotus haematonotus	(Gould)	1838	Proc. Zool. Soc. London pt 5: 88	https://biodiversitylibrary.org/page/30570973		
11805	PSITTACIFORMES	Psittaculidae	Psephotus haematonotus caeruleus	Condon	1941	Rec. S. Austr. Mus. 7: 141	https://biodiversitylibrary.org/page/40980330		
11806	PSITTACIFORMES	Psittaculidae	Psephotus haematonotus haematonotus	(Gould)	1838	Proc. Zool. Soc. London pt 5: 88	https://biodiversitylibrary.org/page/30570973		
11807	PSITTACIFORMES	Psittaculidae	Northiella	Mathews	1912				
11808	PSITTACIFORMES	Psittaculidae	Northiella haematogaster	(Gould)	1838	Proc. Zool. Soc. London pt 5: 89	https://biodiversitylibrary.org/page/30570974		
11809	PSITTACIFORMES	Psittaculidae	Northiella haematogaster haematogaster	(Gould)	1838	Proc. Zool. Soc. London pt 5: 89	https://biodiversitylibrary.org/page/30570974		
11810	PSITTACIFORMES	Psittaculidae	Northiella haematogaster haematorrhoa	(Bonaparte)	1856	Naumannia 6 Consp. Psitt. in Beilag. no. 1 col. 13	https://biodiversitylibrary.org/page/13881823		
11811	PSITTACIFORMES	Psittaculidae	Northiella haematogaster pallescens	(Salvadori)	1891	Cat. Birds Brit. Mus. 20: 563	https://biodiversitylibrary.org/page/8382868		
11812	PSITTACIFORMES	Psittaculidae	Northiella narethae	"(White, HL)"	1921	Emu 21: 81 pl. 12	https://biodiversitylibrary.org/page/8990233		
11813	PSITTACIFORMES	Psittaculidae	Psephotellus	Mathews	1913				
11814	PSITTACIFORMES	Psittaculidae	Psephotellus varius	"(Clark, AH)"	1910	Auk 27: 80	https://sora.unm.edu/sites/default/files/journals/auk/v027n01/p0080-p0080.pdf		
11815	PSITTACIFORMES	Psittaculidae	Psephotellus dissimilis	(Collett)	1898	Proc. Zool. Soc. London (1898): 356	https://biodiversitylibrary.org/page/30952709		
11816	PSITTACIFORMES	Psittaculidae	Psephotellus chrysopterygius	(Gould)	1858	Proc. Zool. Soc. London pt 27: 220	https://biodiversitylibrary.org/page/12861282		
11817	PSITTACIFORMES	Psittaculidae	Psephotellus pulcherrimus  qq 	(Gould)	1845	Ann. Mag. Nat. Hist. (Ser. 1) 15: 115	https://biodiversitylibrary.org/page/18663994		
11818	PSITTACIFORMES	Psittaculidae	Purpureicephalus	Bonaparte	1854				
11819	PSITTACIFORMES	Psittaculidae	Purpureicephalus spurius	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 52	https://biodiversitylibrary.org/page/37020470		
11820	PSITTACIFORMES	Psittaculidae	Platycercus	Vigors	1825				
11821	PSITTACIFORMES	Psittaculidae	Platycercus caledonicus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 328	https://biodiversitylibrary.org/page/2896928		
11822	PSITTACIFORMES	Psittaculidae	Platycercus caledonicus caledonicus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 328	https://biodiversitylibrary.org/page/2896928		
11823	PSITTACIFORMES	Psittaculidae	Platycercus caledonicus brownii	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 56	https://biodiversitylibrary.org/page/37020474		
11824	PSITTACIFORMES	Psittaculidae	Platycercus elegans	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 318	https://biodiversitylibrary.org/page/2896918		
11825	PSITTACIFORMES	Psittaculidae	Platycercus elegans elegans	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 318	https://biodiversitylibrary.org/page/2896918		
11826	PSITTACIFORMES	Psittaculidae	Platycercus elegans flaveolus	Gould	1837	"Syn. Birds Austr. pt 2 pl. [23], text"	https://biodiversitylibrary.org/page/47441569		
11827	PSITTACIFORMES	Psittaculidae	Platycercus elegans nigrescens	"Ramsay, EP"	1888	Tab. List Austral. Birds: 34	https://biodiversitylibrary.org/page/14024361		
11828	PSITTACIFORMES	Psittaculidae	Platycercus elegans melanopterus	North	1906	Emu 6: 78	https://biodiversitylibrary.org/page/8269022		
11829	PSITTACIFORMES	Psittaculidae	Platycercus elegans subadelaidae	Mathews	1912	Novit. Zool. 18: 270	https://biodiversitylibrary.org/page/3109515		
11830	PSITTACIFORMES	Psittaculidae	Platycercus elegans fleurieuensis	Ashby	1917	Emu 17: 44	https://biodiversitylibrary.org/page/16391915		
11831	PSITTACIFORMES	Psittaculidae	Platycercus elegans filewoodi	McAllan & Bruce	1989	Birds New South Wales p. 42			
11832	PSITTACIFORMES	Psittaculidae	Platycercus venustus	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 52	https://biodiversitylibrary.org/page/37020470		
11833	PSITTACIFORMES	Psittaculidae	Platycercus venustus venustus	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 52	https://biodiversitylibrary.org/page/37020470		
11834	PSITTACIFORMES	Psittaculidae	Platycercus venustus hilli	Mathews	1910	Bull. B.O.C. 27: 28	https://biodiversitylibrary.org/page/32553826		
11835	PSITTACIFORMES	Psittaculidae	Platycercus adscitus	(Latham)	1790	Index Orn. 1: 126	https://biodiversitylibrary.org/page/53510497		
11836	PSITTACIFORMES	Psittaculidae	Platycercus adscitus adscitus	(Latham)	1790	Index Orn. 1: 126	https://biodiversitylibrary.org/page/53510497		
11837	PSITTACIFORMES	Psittaculidae	Platycercus adscitus palliceps	Lear	1832	Ill. Psittac. pt 12 pl. 19	https://biodiversitylibrary.org/page/40634393		
11838	PSITTACIFORMES	Psittaculidae	Platycercus eximius	(Shaw)	1792	"Nat. Misc. 3 pl. 93, text"	https://biodiversitylibrary.org/page/44484263		
11839	PSITTACIFORMES	Psittaculidae	Platycercus eximius eximius	(Shaw)	1792	"Nat. Misc. 3 pl. 93, text"	https://biodiversitylibrary.org/page/44484263		
11840	PSITTACIFORMES	Psittaculidae	Platycercus eximius diemenensis	North	1911	"Austral. Mus. Spec. Cat. 1, 3: 128"	https://biodiversitylibrary.org/page/11261086		
11841	PSITTACIFORMES	Psittaculidae	Platycercus eximius elecica	Schodde & Short	1989	Canberra Bird Notes 13: 120	http://canberrabirds.org.au/wp-content/canberra-bird-notes/cbnvol13no4.pdf		
11842	PSITTACIFORMES	Psittaculidae	Platycercus icterotis	(Temminck & Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 54	https://biodiversitylibrary.org/page/37020472		
11843	PSITTACIFORMES	Psittaculidae	Platycercus icterotis icterotis	(Temminck & Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 54	https://biodiversitylibrary.org/page/37020472		
11844	PSITTACIFORMES	Psittaculidae	Platycercus icterotis xanthogenys	Salvadori	1891	Proc. Zool. Soc. London (1891): 129	https://biodiversitylibrary.org/page/30978336		
11845	PSITTACIFORMES	Psittaculidae	Barnardius	Bonaparte	1854				
11846	PSITTACIFORMES	Psittaculidae	Barnardius zonarius	(Shaw)	1805	"Nat. Misc. 16 pl. 657, text"	https://biodiversitylibrary.org/page/40521248		
11847	PSITTACIFORMES	Psittaculidae	Barnardius zonarius zonarius	(Shaw)	1805	"Nat. Misc. 16 pl. 657, text"	https://biodiversitylibrary.org/page/40521248		
11848	PSITTACIFORMES	Psittaculidae	Barnardius zonarius barnardi	(Vigors & Horsfield)	1827	Trans. Linn. Soc. London (Ser. 1) 15: 283	https://biodiversitylibrary.org/page/778532		
11849	PSITTACIFORMES	Psittaculidae	Barnardius zonarius semitorquatus	(Quoy & Gaimard)	1832	Voy. Astrolabe Zool. 1: 237 Atlas Ois. pl. 23			
11850	PSITTACIFORMES	Psittaculidae	Barnardius zonarius macgillivrayi	(North)	1900	Vict. Nat. 17: 91	https://biodiversitylibrary.org/page/30019799		
11851	PSITTACIFORMES	Psittaculidae	Barnardius zonarius parkeri	Forshaw & Joseph	2016	Emu 116: 440-444	https://doi.org/10.1071/MU16005		
11852	PSITTACIFORMES	Psittaculidae	Lathamus	"Lesson, R"	1830				
11853	PSITTACIFORMES	Psittaculidae	Lathamus discolor	(Shaw)	1790	"J. voy. NSW: 263, pl. 49"	https://biodiversitylibrary.org/page/47182890		
11854	PSITTACIFORMES	Psittaculidae	Prosopeia	Bonaparte	1854				
11855	PSITTACIFORMES	Psittaculidae	Prosopeia splendens	(Peale)	1849	U.S. Expl. Exped. 8: 127			
11856	PSITTACIFORMES	Psittaculidae	Prosopeia personata	"(Gray, GR)"	1848	Proc. Zool. Soc. London pt 16: 21 pl. 3	https://biodiversitylibrary.org/page/12861861		
11857	PSITTACIFORMES	Psittaculidae	Prosopeia tabuensis	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 317	https://biodiversitylibrary.org/page/2896917		
11858	PSITTACIFORMES	Psittaculidae	Prosopeia tabuensis tabuensis	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 317	https://biodiversitylibrary.org/page/2896917		
11859	PSITTACIFORMES	Psittaculidae	Prosopeia tabuensis taviunensis	"(Layard, EL)"	1876	Ibis (Ser. 3) 6: 141	https://biodiversitylibrary.org/page/8607291		
11860	PSITTACIFORMES	Psittaculidae	Eunymphicus	"Peters, JL"	1937				
11861	PSITTACIFORMES	Psittaculidae	Eunymphicus cornutus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 327	https://biodiversitylibrary.org/page/2896927		
11862	PSITTACIFORMES	Psittaculidae	Eunymphicus uvaeensis	"(Layard, EL & Layard, ELC)"	1882	Proc. Zool. Soc. London (1882): 408 pl. 26 fig. 2	https://biodiversitylibrary.org/page/30825734		
11863	PSITTACIFORMES	Psittaculidae	Cyanoramphus	Bonaparte	1854				
11864	PSITTACIFORMES	Psittaculidae	Cyanoramphus zealandicus  qq 	(Latham)	1790	Index Orn. 1: 102	https://biodiversitylibrary.org/page/53510473		
11865	PSITTACIFORMES	Psittaculidae	Cyanoramphus ulietanus  qq 	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 328	https://biodiversitylibrary.org/page/2896928		
11866	PSITTACIFORMES	Psittaculidae	Cyanoramphus saisseti	"Verreaux, J & Des Murs"	1860	Rev. Mag. Zool. (Ser. 2) 12: 387	https://biodiversitylibrary.org/page/2264783		
11867	PSITTACIFORMES	Psittaculidae	Cyanoramphus forbesi	Rothschild	1893	Proc. Zool. Soc. London (1893): 529	https://biodiversitylibrary.org/page/30981608		
11868	PSITTACIFORMES	Psittaculidae	Cyanoramphus cookii	"(Gray, GR)"	1859	List Birds Brit. Mus. 3 (2): 13	https://biodiversitylibrary.org/page/19059974		
11869	PSITTACIFORMES	Psittaculidae	Cyanoramphus subflavescens  qq 	Salvadori	1891	Ann. Mag. Nat. Hist. (Ser. 6) 7: 68	https://biodiversitylibrary.org/page/25164549		
11870	PSITTACIFORMES	Psittaculidae	Cyanoramphus unicolor	(Lear)	1831	Ill. Psittac. pt 4 pl. 25	https://biodiversitylibrary.org/page/40634405		
11871	PSITTACIFORMES	Psittaculidae	Cyanoramphus auriceps	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 46	https://biodiversitylibrary.org/page/37020464		
11872	PSITTACIFORMES	Psittaculidae	Cyanoramphus malherbi	Souancé	1857	Rev. Mag. Zool. (Ser. 2) 9: 98	https://biodiversitylibrary.org/page/13712234		
11873	PSITTACIFORMES	Psittaculidae	Cyanoramphus novaezelandiae	(Sparrman)	1787	"Mus. Carls. fasc. 2 no. xxviii pl. 28, text"	https://biodiversitylibrary.org/page/41149434		
11874	PSITTACIFORMES	Psittaculidae	Cyanoramphus novaezelandiae novaezelandiae	(Sparrman)	1787	"Mus. Carls. fasc. 2 no. xxviii pl. 28, text"	https://biodiversitylibrary.org/page/41149434		
11875	PSITTACIFORMES	Psittaculidae	Cyanoramphus novaezelandiae cyanurus	Salvadori	1891	Ann. Mag. Nat. Hist. (Ser. 6) 7: 68	https://biodiversitylibrary.org/page/25164549		
11876	PSITTACIFORMES	Psittaculidae	Cyanoramphus novaezelandiae chathamensis	Oliver	1930	New Zealand Birds p. 412			
11877	PSITTACIFORMES	Psittaculidae	Cyanoramphus hochstetteri	(Reischek)	1889	Trans. N.Z. Inst. 21: 387	http://rsnz.natlib.govt.nz/volume/rsnz_21/rsnz_21_00_003590.pdf		
11878	PSITTACIFORMES	Psittaculidae	Cyanoramphus erythrotis  qq 	(Wagler)	1832	Abh. K. Bay. Akad. Wiss. 1: 526	https://biodiversitylibrary.org/page/11355786		
11879	PSITTACIFORMES	Psittaculidae	Pezoporus	Illiger	1811				
11880	PSITTACIFORMES	Psittaculidae	Pezoporus wallicus	(Kerr)	1792	Anim. Kingd. 1: 581	https://biodiversitylibrary.org/page/38664581		
11881	PSITTACIFORMES	Psittaculidae	Pezoporus wallicus wallicus	(Kerr)	1792	Anim. Kingd. 1: 581	https://biodiversitylibrary.org/page/38664581		
11882	PSITTACIFORMES	Psittaculidae	Pezoporus wallicus leachi	Mathews	1912	Novit. Zool. 18: 280	https://biodiversitylibrary.org/page/3109936		
11883	PSITTACIFORMES	Psittaculidae	Pezoporus flaviventris	North	1911	"Austral. Mus. Spec. Cat. 1, 3: 121"	https://biodiversitylibrary.org/page/11261079		
11884	PSITTACIFORMES	Psittaculidae	Pezoporus occidentalis	(Gould)	1861	Proc. Zool. Soc. London (1861): 100	https://biodiversitylibrary.org/page/28672608		
11885	PSITTACIFORMES	Psittaculidae	Neopsephotus	Mathews	1912				
11886	PSITTACIFORMES	Psittaculidae	Neopsephotus bourkii	(Gould)	1841	"Birds Austr. pt 5 pl. 12, text"	https://biodiversitylibrary.org/page/48401103		
11887	PSITTACIFORMES	Psittaculidae	Neophema	Salvadori	1891				
11888	PSITTACIFORMES	Psittaculidae	Neophema chrysostoma	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 50 pl. 1	https://biodiversitylibrary.org/page/37020468		
11889	PSITTACIFORMES	Psittaculidae	Neophema elegans	(Gould)	1837	Proc. Zool. Soc. London pt 5: 25	https://biodiversitylibrary.org/page/30570910		
11890	PSITTACIFORMES	Psittaculidae	Neophema elegans elegans	(Gould)	1837	Proc. Zool. Soc. London pt 5: 25	https://biodiversitylibrary.org/page/30570910		
11891	PSITTACIFORMES	Psittaculidae	Neophema elegans carteri	(Mathews)	1912	Novit. Zool. 18: 278	https://biodiversitylibrary.org/page/3109934		
11892	PSITTACIFORMES	Psittaculidae	Neophema petrophila	(Gould)	1841	Proc. Zool. Soc. London pt 8: 148	https://biodiversitylibrary.org/page/30571587		
11893	PSITTACIFORMES	Psittaculidae	Neophema petrophila petrophila	(Gould)	1841	Proc. Zool. Soc. London pt 8: 148	https://biodiversitylibrary.org/page/30571587		
11894	PSITTACIFORMES	Psittaculidae	Neophema petrophila zietzi	(Mathews)	1912	Novit. Zool. 18: 278	https://biodiversitylibrary.org/page/3109934		
11895	PSITTACIFORMES	Psittaculidae	Neophema chrysogaster	(Latham)	1790	Index Orn. 1: 97	https://biodiversitylibrary.org/page/53510468		
11896	PSITTACIFORMES	Psittaculidae	Neophema pulchella	(Shaw)	1792	"Nat. Misc. 3 pl. 96, text"	https://biodiversitylibrary.org/page/44484285		
11897	PSITTACIFORMES	Psittaculidae	Neophema splendida	(Gould)	1841	Proc. Zool. Soc. London pt 8: 147	https://biodiversitylibrary.org/page/30571586		
11898	PSITTACIFORMES	Psittaculidae	Oreopsittacus	Salvadori	1877				
11899	PSITTACIFORMES	Psittaculidae	Oreopsittacus arfaki	"(Meyer, AB)"	1874	Verh. k. k. Zool.-Bot. Ges. Wien 24: 37	https://biodiversitylibrary.org/page/30250049		
11900	PSITTACIFORMES	Psittaculidae	Oreopsittacus arfaki arfaki	"(Meyer, AB)"	1874	Verh. k. k. Zool.-Bot. Ges. Wien 24: 37	https://biodiversitylibrary.org/page/30250049		
11901	PSITTACIFORMES	Psittaculidae	Oreopsittacus arfaki grandis	Ogilvie-Grant	1895	Bull. B.O.C. 5: 15	https://biodiversitylibrary.org/page/32475425		
11902	PSITTACIFORMES	Psittaculidae	Oreopsittacus arfaki major	Ogilvie-Grant	1914	Bull. B.O.C. 35: 11	https://biodiversitylibrary.org/page/32439459		
11903	PSITTACIFORMES	Psittaculidae	Charmosyna	Wagler	1832				
11904	PSITTACIFORMES	Psittaculidae	Charmosyna palmarum	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 329	https://biodiversitylibrary.org/page/2896929		
11905	PSITTACIFORMES	Psittaculidae	Charmosyna rubrigularis	"(Sclater, PL)"	1881	Proc. Zool. Soc. London (1881): 451	https://biodiversitylibrary.org/page/30759622		
11906	PSITTACIFORMES	Psittaculidae	Charmosyna meeki	"(Rothschild & Hartert, E)"	1901	Novit. Zool. 8: 187	https://biodiversitylibrary.org/page/3267847		
11907	PSITTACIFORMES	Psittaculidae	Charmosyna toxopei	(Siebers)	1930	Treubia 7 suppl. Livr. 5: 252 pl. 4			
11908	PSITTACIFORMES	Psittaculidae	Charmosyna multistriata	(Rothschild)	1911	Bull. B.O.C. 27: 45	https://biodiversitylibrary.org/page/32553881		
11909	PSITTACIFORMES	Psittaculidae	Charmosyna wilhelminae	"(Meyer, AB)"	1874	"J. für Orn. (Ser. 4) 22: 55, 56"	https://biodiversitylibrary.org/page/32705375		
11910	PSITTACIFORMES	Psittaculidae	Charmosyna rubronotata	(Wallace)	1862	Proc. Zool. Soc. London (1862): 165	https://biodiversitylibrary.org/page/31577197		
11911	PSITTACIFORMES	Psittaculidae	Charmosyna rubronotata rubronotata	(Wallace)	1862	Proc. Zool. Soc. London (1862): 165	https://biodiversitylibrary.org/page/31577197		
11912	PSITTACIFORMES	Psittaculidae	Charmosyna rubronotata kordoana	"(Meyer, AB)"	1874	Verh. k. k. Zool.-Bot. Ges. Wien 24: 38	https://biodiversitylibrary.org/page/30250050		
11913	PSITTACIFORMES	Psittaculidae	Charmosyna placentis	(Temminck)	1835	Pl. Col. livr. 93 pl. 553			
11914	PSITTACIFORMES	Psittaculidae	Charmosyna placentis placentis	(Temminck)	1835	Pl. Col. livr. 93 pl. 553			
11915	PSITTACIFORMES	Psittaculidae	Charmosyna placentis subplacens	"(Sclater, PL)"	1876	Proc. Zool. Soc. London (1876): 519	https://biodiversitylibrary.org/page/29099750		
