1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL
10034	PICIFORMES	Picidae	Jynx torquilla tschusii	Kleinschmidt	1907	Falco 3: 103	https://biodiversitylibrary.org/page/16340164
10035	PICIFORMES	Picidae	Jynx torquilla mauretanica	Rothschild	1909	Bull. B.O.C. 23: 103	https://biodiversitylibrary.org/page/32427197
10036	PICIFORMES	Picidae	Jynx torquilla chinensis	Hesse	1911	Orn. Monatsb. 19: 181	https://biodiversitylibrary.org/page/32971243
10037	PICIFORMES	Picidae	Jynx torquilla sarudnyi	Loudon	1912	Orn. Monatsb. 20: 44	https://biodiversitylibrary.org/page/32584245
10038	PICIFORMES	Picidae	Jynx torquilla himalayana	Vaurie	1959	Am. Mus. Novit. 1963: 9	http://hdl.handle.net/2246/5374
10039	PICIFORMES	Picidae	Jynx ruficollis	Wagler	1830	"Nat. Syst. Amphibien: 118, note"	https://biodiversitylibrary.org/page/48675921
10040	PICIFORMES	Picidae	Jynx ruficollis ruficollis	Wagler	1830	"Nat. Syst. Amphibien: 118, note"	https://biodiversitylibrary.org/page/48675921
10041	PICIFORMES	Picidae	Jynx ruficollis aequatorialis	Rüppell	1842	Mus. Senckenb. 3: 121	https://biodiversitylibrary.org/page/45886784
10042	PICIFORMES	Picidae	Jynx ruficollis pulchricollis	Hartlaub	1884	Ibis (Ser. 5) 2: 28 pl. 3	https://biodiversitylibrary.org/page/8526367
10043	PICIFORMES	Picidae	Picumnus	Temminck	1825		
10044	PICIFORMES	Picidae	Picumnus innominatus	Burton	1836	Proc. Zool. Soc. London pt 3: 154	https://biodiversitylibrary.org/page/30568663
10045	PICIFORMES	Picidae	Picumnus innominatus innominatus	Burton	1836	Proc. Zool. Soc. London pt 3: 154	https://biodiversitylibrary.org/page/30568663
10046	PICIFORMES	Picidae	Picumnus innominatus chinensis	(Hargitt)	1881	Ibis (Ser. 4) 5: 228 pl. 7	https://biodiversitylibrary.org/page/16251487
10047	PICIFORMES	Picidae	Picumnus innominatus malayorum	"Hartert, E"	1912	Vog. palaark. Fauna 2: 937	https://biodiversitylibrary.org/page/14031470
10048	PICIFORMES	Picidae	Picumnus aurifrons	Pelzeln	1870	"Orn. Brasil. Abth. 3: 241, 334"	
10049	PICIFORMES	Picidae	Picumnus aurifrons aurifrons	Pelzeln	1870	"Orn. Brasil. Abth. 3: 241, 334"	
10050	PICIFORMES	Picidae	Picumnus aurifrons borbae	Pelzeln	1870	"Orn. Brasil. Abth. 3: 241, 334"	
10051	PICIFORMES	Picidae	Picumnus aurifrons wallacii	Hargitt	1889	Ibis (Ser. 6) 1:230	https://biodiversitylibrary.org/page/16280610
10052	PICIFORMES	Picidae	Picumnus aurifrons flavifrons	Hargitt	1889	Ibis (Ser. 6) 1:229	https://biodiversitylibrary.org/page/16280609
10053	PICIFORMES	Picidae	Picumnus aurifrons transfasciatus	Hellmayr & Gyldenstolpe	1937	Ark. Zool. 29B (6): 1	
10054	PICIFORMES	Picidae	Picumnus aurifrons juruanus	Gyldenstolpe	1941	Ark. Zool. 33B (12): 8	
10055	PICIFORMES	Picidae	Picumnus aurifrons purusianus	Todd	1946	Ann. Carnegie Mus. Nat. Hist. 30: 317	https://biodiversitylibrary.org/page/52337241
10056	PICIFORMES	Picidae	Picumnus lafresnayi	Malherbe	1862	"Monogr. Picidees 2: 282 4 pl. 118 fig. 4, 5"	https://biodiversitylibrary.org/page/40242297
10057	PICIFORMES	Picidae	Picumnus lafresnayi lafresnayi	Malherbe	1862	"Monogr. Picidees 2: 282; 4 pl. 118 fig. 4, 5"	https://biodiversitylibrary.org/page/40242297
10058	PICIFORMES	Picidae	Picumnus lafresnayi punctifrons	Taczanowski	1886	Orn. Perou 3: 65	https://biodiversitylibrary.org/page/14037764
10059	PICIFORMES	Picidae	Picumnus lafresnayi taczanowskii	Domaniewski	1925	Ann. Zool. Polon. Hist. Nat. 4: 297	
10060	PICIFORMES	Picidae	Picumnus lafresnayi pusillus	Pinto	1936	Rev. Mus. Paulista 20: 234	https://biodiversitylibrary.org/page/48582125
10061	PICIFORMES	Picidae	Picumnus pumilus	Cabanis & Heine	1863	Mus. Hein. 4 (2) (2): 16	https://biodiversitylibrary.org/page/49528178
10062	PICIFORMES	Picidae	Picumnus exilis	"(Lichtenstein, MHK)"	1823	Verz. Doubl. Zool. Mus. Berlin: 11	https://biodiversitylibrary.org/page/28229307
10063	PICIFORMES	Picidae	Picumnus exilis exilis	"(Lichtenstein, MHK)"	1823	Verz. Doubl. Zool. Mus. Berlin: 11	https://biodiversitylibrary.org/page/28229307
10064	PICIFORMES	Picidae	Picumnus exilis buffonii	Lafresnaye	1845	Rev. Zool. 8: 6	https://biodiversitylibrary.org/page/2327292
10065	PICIFORMES	Picidae	Picumnus exilis undulatus	Hargitt	1889	Ibis (Ser. 6) 1:354	https://biodiversitylibrary.org/page/16280734
10066	PICIFORMES	Picidae	Picumnus exilis alegriae	Hellmayr	1929	Field Mus. Nat. Hist. Pub. Zool. Ser. 12: 419	https://biodiversitylibrary.org/page/6732361
10067	PICIFORMES	Picidae	Picumnus exilis clarus	"Zimmer, JT & Phelps"	1946	Am. Mus. Novit. 1312: 6	http://hdl.handle.net/2246/4451
10068	PICIFORMES	Picidae	Picumnus exilis pernambucensis	"Zimmer, JT"	1947	Proc. Biol. Soc. Wash. 60: 99	https://biodiversitylibrary.org/page/34498367
10069	PICIFORMES	Picidae	Picumnus nigropunctatus	"Zimmer, JT & Phelps"	1950	Am. Mus. Novit. 1455: 6	http://hdl.handle.net/2246/4290
10070	PICIFORMES	Picidae	Picumnus sclateri	Taczanowski	1877	Proc. Zool. Soc. London (1877): 327	https://biodiversitylibrary.org/page/28510935
10071	PICIFORMES	Picidae	Picumnus sclateri sclateri	Taczanowski	1877	Proc. Zool. Soc. London (1877): 327	https://biodiversitylibrary.org/page/28510935
10072	PICIFORMES	Picidae	Picumnus sclateri parvistriatus	Chapman	1921	Am. Mus. Novit. 18: 6	http://hdl.handle.net/2246/4601
10073	PICIFORMES	Picidae	Picumnus sclateri porcullae	"Bond, J"	1954	Proc. Acad. Nat. Sci. Philadelphia 106: 56	https://www.jstor.org/stable/4064446
10074	PICIFORMES	Picidae	Picumnus squamulatus	Lafresnaye	1854	Rev. Mag. Zool. (Ser. 2) 6: 208	https://biodiversitylibrary.org/page/13681279
10075	PICIFORMES	Picidae	Picumnus squamulatus squamulatus	Lafresnaye	1854	Rev. Mag. Zool. (Ser. 2) 6: 208	https://biodiversitylibrary.org/page/13681279
10076	PICIFORMES	Picidae	Picumnus squamulatus obsoletus	"Allen, JA"	1892	Bull. Am. Mus. Nat. Hist. 4: 55	http://hdl.handle.net/2246/783
10077	PICIFORMES	Picidae	Picumnus squamulatus roehli	"Zimmer, JT & Phelps"	1944	Am. Mus. Novit. 1270: 6	http://hdl.handle.net/2246/5095
10078	PICIFORMES	Picidae	Picumnus squamulatus lovejoyi	Phelps Jr & Aveledo	1987	Bol. Soc. Venez. Cienc. Nat. 41: 17	
10079	PICIFORMES	Picidae	Picumnus squamulatus apurensis	Phelps Jr & Aveledo	1987	Bol. Soc. Venez. Cienc. Nat. 41: 17	
10080	PICIFORMES	Picidae	Picumnus spilogaster	Sundevall	1866	Consp. Av. Picinarum: 100	https://biodiversitylibrary.org/page/14961574
10081	PICIFORMES	Picidae	Picumnus spilogaster spilogaster	Sundevall	1866	Consp. Av. Picinarum: 100	https://biodiversitylibrary.org/page/14961574
10082	PICIFORMES	Picidae	Picumnus spilogaster pallidus	"Snethlage, E"	1924	J. für Orn. 72: 449	
10083	PICIFORMES	Picidae	Picumnus spilogaster orinocensis	"Zimmer, JT & Phelps"	1950	Am. Mus. Novit. 1455: 4	http://hdl.handle.net/2246/4290
10084	PICIFORMES	Picidae	Picumnus minutissimus	(Pallas)	1782	Neue Nordische Beytrage 3: 5 pl. 1 fig. 2	https://biodiversitylibrary.org/page/32964481
10085	PICIFORMES	Picidae	Picumnus pygmaeus	"(Lichtenstein, MHK)"	1823	Verz. Doubl. Zool. Mus. Berlin: 12	https://biodiversitylibrary.org/page/28229306
10086	PICIFORMES	Picidae	Picumnus steindachneri	Taczanowski	1882	"Proc. Zool. Soc. London (1882): 40 pl. 2 fig. 1, 2"	https://biodiversitylibrary.org/page/30825310
10087	PICIFORMES	Picidae	Picumnus varzeae	"Snethlage, E"	1912	Orn. Monatsb. 20: 154	https://biodiversitylibrary.org/page/32584355
10088	PICIFORMES	Picidae	Picumnus cirratus	Temminck	1825	Pl. Col. livr. 62 pl. 371 fig. 1	
10089	PICIFORMES	Picidae	Picumnus cirratus cirratus	Temminck	1825	Pl. Col. livr. 62 pl. 371 fig. 1	
10090	PICIFORMES	Picidae	Picumnus cirratus pilcomayensis	Hargitt	1891	Ibis (Ser. 6) 3: 606	https://biodiversitylibrary.org/page/16276072
10091	PICIFORMES	Picidae	Picumnus cirratus macconnelli	Sharpe	1901	Bull. B.O.C. 12: 4	https://biodiversitylibrary.org/page/37116572
10092	PICIFORMES	Picidae	Picumnus cirratus tucumanus	"Hartert, E"	1909	Novit. Zool. 16: 229	https://biodiversitylibrary.org/page/2996123
10093	PICIFORMES	Picidae	Picumnus cirratus confusus	Kinnear	1927	Bull. B.O.C. 47: 112	https://biodiversitylibrary.org/page/40499125
10094	PICIFORMES	Picidae	Picumnus cirratus thamnophiloides	"Bond, J & Meyer de Schauensee"	1942	Notulae Naturae 105: 1	
10095	PICIFORMES	Picidae	Picumnus dorbignyanus	Lafresnaye	1845	Rev. Zool. 8: 7	https://biodiversitylibrary.org/page/2327291
10096	PICIFORMES	Picidae	Picumnus dorbignyanus dorbignyanus	Lafresnaye	1845	Rev. Zool. 8: 7	https://biodiversitylibrary.org/page/2327291
10097	PICIFORMES	Picidae	Picumnus dorbignyanus jelskii	Taczanowski	1882	Proc. Zool. Soc. London (1882): 41 pl. 2 fig. 3	https://biodiversitylibrary.org/page/30825311
10098	PICIFORMES	Picidae	Picumnus temminckii	Lafresnaye	1845	Rev. Zool. 8: 6	https://biodiversitylibrary.org/page/2327292
10099	PICIFORMES	Picidae	Picumnus albosquamatus	d'Orbigny	1840	Voy. Am. merid. 4 livr. 50 pl. 64 fig. 2 livr. 89: 380	
10100	PICIFORMES	Picidae	Picumnus albosquamatus albosquamatus	d'Orbigny	1840	Voy. Am. merid. 4 livr. 50 pl. 64 fig. 2 livr. 89: 380	
10101	PICIFORMES	Picidae	Picumnus albosquamatus guttifer	Sundevall	1866	Consp. Av. Picinarum: 101	https://biodiversitylibrary.org/page/14961575
10102	PICIFORMES	Picidae	Picumnus fuscus	Pelzeln	1870	"Orn. Brasil. Abth. 3: 242, 335"	
10103	PICIFORMES	Picidae	Picumnus rufiventris	(Bonaparte)	1838	Proc. Zool. Soc. London pt 5: 120	https://biodiversitylibrary.org/page/30571005
10104	PICIFORMES	Picidae	Picumnus rufiventris rufiventris	(Bonaparte)	1838	Proc. Zool. Soc. London pt 5: 120	https://biodiversitylibrary.org/page/30571005
10105	PICIFORMES	Picidae	Picumnus rufiventris grandis	Carriker	1930	Proc. Acad. Nat. Sci. Philadelphia 82: 367	
10106	PICIFORMES	Picidae	Picumnus rufiventris brunneifrons	Stager	1968	Contrib. Sci. Los Angles Co. Mus. no. 143: 1	https://biodiversitylibrary.org/page/52117855
10107	PICIFORMES	Picidae	Picumnus limae	"Snethlage, E"	1924	J. für Orn. 72: 448	
10108	PICIFORMES	Picidae	Picumnus nebulosus	Sundevall	1866	Consp. Av. Picinarum: 103	https://biodiversitylibrary.org/page/14961577
10109	PICIFORMES	Picidae	Picumnus castelnau	Malherbe	1862	"Monogr. Picidees 2: 281; 4 pl. 117 fig. 1, 2"	https://biodiversitylibrary.org/page/40242296
10110	PICIFORMES	Picidae	Picumnus subtilis	Stager	1968	Contrib. Sci. Los Angles Co. Mus. no. 153: 1	https://biodiversitylibrary.org/page/52118035
10111	PICIFORMES	Picidae	Picumnus olivaceus	Lafresnaye	1845	Rev. Zool. 8: 7	https://biodiversitylibrary.org/page/2327291
10112	PICIFORMES	Picidae	Picumnus olivaceus olivaceus	Lafresnaye	1845	Rev. Zool. 8: 7	https://biodiversitylibrary.org/page/2327291
10113	PICIFORMES	Picidae	Picumnus olivaceus flavotinctus	Ridgway	1889	Proc. U.S. Natl. Mus. 11: 543	https://biodiversitylibrary.org/page/7608837
10114	PICIFORMES	Picidae	Picumnus olivaceus dimotus	Bangs	1903	Bull. Mus. Comp. Zool. 39: 146	https://biodiversitylibrary.org/page/30101890
10115	PICIFORMES	Picidae	Picumnus olivaceus harterti	Hellmayr	1909	Bull. B.O.C. 23: 67	https://biodiversitylibrary.org/page/32427161
10116	PICIFORMES	Picidae	Picumnus olivaceus tachirensis	Phelps & Gilliard	1941	Am. Mus. Novit. 1153: 1	http://hdl.handle.net/2246/5155
10117	PICIFORMES	Picidae	Picumnus olivaceus eisenmanni	Phelps Jr & Aveledo	1966	Am. Mus. Novit. 2270: 3	http://hdl.handle.net/2246/3285
10118	PICIFORMES	Picidae	Picumnus granadensis	Lafresnaye	1847	Rev. Zool. 10: 78	https://biodiversitylibrary.org/page/2271535
10119	PICIFORMES	Picidae	Picumnus granadensis granadensis	Lafresnaye	1847	Rev. Zool. 10: 78	https://biodiversitylibrary.org/page/2271535
10120	PICIFORMES	Picidae	Picumnus granadensis antioquensis	Chapman	1915	Bull. Am. Mus. Nat. Hist. 34: 640	http://hdl.handle.net/2246/1752
10121	PICIFORMES	Picidae	Picumnus cinnamomeus	Wagler	1829	Isis 22 col. 646	https://biodiversitylibrary.org/page/27011889
10122	PICIFORMES	Picidae	Picumnus cinnamomeus cinnamomeus	Wagler	1829	Isis 22 col. 646	https://biodiversitylibrary.org/page/27011889
10123	PICIFORMES	Picidae	Picumnus cinnamomeus venezuelensis	Cory	1913	Field Mus. Nat. Hist. Pub. Orn. Ser. 1: 288	https://biodiversitylibrary.org/page/2643278
10124	PICIFORMES	Picidae	Picumnus cinnamomeus perijanus	"Zimmer, JT & Phelps"	1944	Am. Mus. Novit. 1270: 5	http://hdl.handle.net/2246/5095
10125	PICIFORMES	Picidae	Picumnus cinnamomeus persaturatus	Haffer	1961	Noved. Colomb. 1: 398	
10126	PICIFORMES	Picidae	Sasia	Hodgson	1837		
10127	PICIFORMES	Picidae	Sasia africana	"Verreaux, J & Verreaux, É"	1855	Rev. Mag. Zool. (Ser. 2) 7: 217	https://biodiversitylibrary.org/page/2281111
10128	PICIFORMES	Picidae	Sasia abnormis	(Temminck)	1825	Pl. Col. livr. 62 pl. 371 fig. 3	
10129	PICIFORMES	Picidae	Sasia abnormis abnormis	(Temminck)	1825	Pl. Col. livr. 62 pl. 371 fig. 3	
10130	PICIFORMES	Picidae	Sasia abnormis magnirostris	"Hartert, E"	1901	Novit. Zool. 8: 51	https://biodiversitylibrary.org/page/3267785
10131	PICIFORMES	Picidae	Sasia ochracea	Hodgson	1837	J. Asiat. Soc. Bengal 5: 778	https://biodiversitylibrary.org/page/37188957
10132	PICIFORMES	Picidae	Sasia ochracea ochracea	Hodgson	1837	J. Asiat. Soc. Bengal 5: 778	https://biodiversitylibrary.org/page/37188957
10133	PICIFORMES	Picidae	Sasia ochracea reichenowi	Hesse	1911	Orn. Monatsb. 19: 181	https://biodiversitylibrary.org/page/32971243
10134	PICIFORMES	Picidae	Sasia ochracea kinneari	Stresemann	1929	J. für Orn. 77: 335	
10135	PICIFORMES	Picidae	Nesoctites	Hargitt	1890		
10136	PICIFORMES	Picidae	Nesoctites micromegas	(Sundevall)	1866	Consp. Av. Picinarum: 95	https://biodiversitylibrary.org/page/14961569
10137	PICIFORMES	Picidae	Nesoctites micromegas micromegas	(Sundevall)	1866	Consp. Av. Picinarum: 95	https://biodiversitylibrary.org/page/14961569
10138	PICIFORMES	Picidae	Nesoctites micromegas abbotti	Wetmore	1928	Proc. Biol. Soc. Wash. 41: 167	https://biodiversitylibrary.org/page/34645602
10139	PICIFORMES	Picidae	Hemicircus	Swainson	1837		
10140	PICIFORMES	Picidae	Hemicircus concretus	(Temminck)	1821	Pl. Col. livr. 15 pl. 90	
10141	PICIFORMES	Picidae	Hemicircus concretus concretus	(Temminck)	1821	Pl. Col. livr. 15 pl. 90	
10142	PICIFORMES	Picidae	Hemicircus concretus sordidus	(Eyton)	1845	Ann. Mag. Nat. Hist. (Ser. 1) 16: 229	https://biodiversitylibrary.org/page/2287361
10143	PICIFORMES	Picidae	Hemicircus canente	"(Lesson, R)"	1832	Cent. Zool.: 215 pl. 73	https://biodiversitylibrary.org/page/28724814
10144	PICIFORMES	Picidae	Melanerpes	Swainson	1832		
10145	PICIFORMES	Picidae	Melanerpes candidus	(Otto)	1796	Buffon's Naturgesch. Vögel 23: 191	https://www.biodiversitylibrary.org/item/264156#page/309/mode/1up
10146	PICIFORMES	Picidae	Melanerpes lewis	"(Gray, GR)"	1849	Gen. Birds 3 App.: 22	https://biodiversitylibrary.org/page/43592023
10147	PICIFORMES	Picidae	Melanerpes herminieri	"(Lesson, R)"	1830	Traite d'Orn. livr. 3: 228	https://biodiversitylibrary.org/page/35997212
10148	PICIFORMES	Picidae	Melanerpes portoricensis	(Daudin)	1803	Ann. Mus. d'Hist. Nat. Paris 2: 286 pl. 51	https://biodiversitylibrary.org/page/3496616
10149	PICIFORMES	Picidae	Melanerpes erythrocephalus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 113	https://biodiversitylibrary.org/page/727018
10150	PICIFORMES	Picidae	Melanerpes formicivorus	(Swainson)	1827	Philos. Mag. n.s. 1: 439	https://biodiversitylibrary.org/page/15530449
10151	PICIFORMES	Picidae	Melanerpes formicivorus formicivorus	(Swainson)	1827	Philos. Mag. n.s. 1: 439	https://biodiversitylibrary.org/page/15530449
10152	PICIFORMES	Picidae	Melanerpes formicivorus flavigula	(Malherbe)	1849	Rev. Mag. Zool. (Ser. 2) 1: 542	https://biodiversitylibrary.org/page/2343758
10153	PICIFORMES	Picidae	Melanerpes formicivorus angustifrons	"Baird, SF"	1870	Orn 1: 405	https://biodiversitylibrary.org/page/7823111
10154	PICIFORMES	Picidae	Melanerpes formicivorus striatipectus	Ridgway	1874	"Hist. N. Am. Birds 2: 561, note"	https://biodiversitylibrary.org/page/7282273
10155	PICIFORMES	Picidae	Melanerpes formicivorus bairdi	Ridgway	1881	Bull. U.S. Natl. Mus. no. 21 Addenda: 85	https://biodiversitylibrary.org/page/7503193
10156	PICIFORMES	Picidae	Melanerpes formicivorus albeolus	Todd	1910	Proc. Biol. Soc. Wash. 23: 153	https://biodiversitylibrary.org/page/3334489
10157	PICIFORMES	Picidae	Melanerpes formicivorus lineatus	(Dickey & Van Rossem)	1927	Proc. Biol. Soc. Wash. 40: 1	https://biodiversitylibrary.org/page/34550685
10158	PICIFORMES	Picidae	Melanerpes cruentatus	(Boddaert)	1783	Table Planches Enlum.: 43	https://biodiversitylibrary.org/page/27822663
10159	PICIFORMES	Picidae	Melanerpes flavifrons	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 26: 75	https://biodiversitylibrary.org/page/18046211
10160	PICIFORMES	Picidae	Melanerpes chrysauchen	Salvin	1870	Proc. Zool. Soc. London (1870): 213	https://biodiversitylibrary.org/page/28555043
10161	PICIFORMES	Picidae	Melanerpes pulcher	"Sclater, PL"	1870	Proc. Zool. Soc. London (1870): 330	https://biodiversitylibrary.org/page/28555176
10162	PICIFORMES	Picidae	Melanerpes pucherani	(Malherbe)	1849	Rev. Mag. Zool. (Ser. 2) 1: 542	https://biodiversitylibrary.org/page/2343758
10163	PICIFORMES	Picidae	Melanerpes cactorum	(d'Orbigny)	1840	Voy. Am. merid. 4 livr. 51 pl. 62 fig. 2	
10164	PICIFORMES	Picidae	Melanerpes striatus	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 91	https://biodiversitylibrary.org/page/52710044
10165	PICIFORMES	Picidae	Melanerpes radiolatus	(Wagler)	1827	"Syst. Av. Picus sp. 39, p. 28"	https://biodiversitylibrary.org/page/54130507
10166	PICIFORMES	Picidae	Melanerpes chrysogenys	(Vigors)	1839	Zool. Beechey's Voy.: 24	https://biodiversitylibrary.org/page/27208098
10167	PICIFORMES	Picidae	Melanerpes chrysogenys chrysogenys	(Vigors)	1839	Zool. Beechey's Voy.: 24	https://biodiversitylibrary.org/page/27208098
10168	PICIFORMES	Picidae	Melanerpes chrysogenys flavinuchus	(Ridgway)	1911	Proc. Biol. Soc. Wash. 24: 32	https://biodiversitylibrary.org/page/3779355
10169	PICIFORMES	Picidae	Melanerpes hypopolius	(Wagler)	1829	Isis 22 col. 514	https://biodiversitylibrary.org/page/27011821
10170	PICIFORMES	Picidae	Melanerpes pygmaeus	(Ridgway)	1885	Proc. U.S. Natl. Mus. 8: 576	https://biodiversitylibrary.org/page/15383516
10171	PICIFORMES	Picidae	Melanerpes pygmaeus tysoni	"(Bond, J)"	1936	Proc. Acad. Nat. Sci. Philadelphia 88: 361	https://www.jstor.org/stable/4064193
10172	PICIFORMES	Picidae	Melanerpes pygmaeus pygmaeus	(Ridgway)	1885	Proc. U.S. Natl. Mus. 8: 576	https://biodiversitylibrary.org/page/15383516
10173	PICIFORMES	Picidae	Melanerpes pygmaeus rubricomus	"Peters, JL"	1948	Check-list Birds World 6: 164	https://biodiversitylibrary.org/page/14477597
10174	PICIFORMES	Picidae	Melanerpes rubricapillus	(Cabanis)	1862	J. für Orn. 10: 328	https://biodiversitylibrary.org/page/32706172
10175	PICIFORMES	Picidae	Melanerpes rubricapillus rubricapillus	(Cabanis)	1862	J. für Orn. 10: 328	https://biodiversitylibrary.org/page/32706172
10176	PICIFORMES	Picidae	Melanerpes rubricapillus seductus	Bangs	1901	Auk 18: 26	https://sora.unm.edu/sites/default/files/journals/auk/v018n01/p0024-p0032.pdf
10177	PICIFORMES	Picidae	Melanerpes rubricapillus paraguanae	(Gilliard)	1940	Am. Mus. Novit. 1071: 7	http://hdl.handle.net/2246/2235
10178	PICIFORMES	Picidae	Melanerpes rubricapillus subfusculus	(Wetmore)	1957	Smiths. Misc. Coll. 134 (9): 50	https://biodiversitylibrary.org/page/27395377
10179	PICIFORMES	Picidae	Melanerpes uropygialis	"(Baird, SF)"	1854	Proc. Acad. Nat. Sci. Philadelphia 7: 120	https://biodiversitylibrary.org/page/1694233
10180	PICIFORMES	Picidae	Melanerpes uropygialis uropygialis	"(Baird, SF)"	1854	Proc. Acad. Nat. Sci. Philadelphia 7: 120	https://biodiversitylibrary.org/page/1694233
10181	PICIFORMES	Picidae	Melanerpes uropygialis brewsteri	(Ridgway)	1911	Proc. Biol. Soc. Wash. 24: 32	https://biodiversitylibrary.org/page/3779355
10182	PICIFORMES	Picidae	Melanerpes uropygialis cardonensis	(Grinnell)	1927	Condor 29: 168	https://sora.unm.edu/node/97298
10183	PICIFORMES	Picidae	Melanerpes hoffmannii	(Cabanis)	1862	J. für Orn. 10: 322	https://biodiversitylibrary.org/page/32706166
10184	PICIFORMES	Picidae	Melanerpes aurifrons	(Wagler)	1829	Isis 22 col. 512	https://biodiversitylibrary.org/page/27011820
10185	PICIFORMES	Picidae	Melanerpes santacruzi	(Bonaparte)	1838	Proc. Zool. Soc. London pt 5: 116	https://biodiversitylibrary.org/page/30571001
10186	PICIFORMES	Picidae	Melanerpes santacruzi santacruzi	(Bonaparte)	1838	Proc. Zool. Soc. London pt 5: 116	https://biodiversitylibrary.org/page/30571001
10187	PICIFORMES	Picidae	Melanerpes santacruzi grateloupensis	"(Lesson, R)"	1839	Rev. Zool. 2: 41	https://biodiversitylibrary.org/page/2299147
10188	PICIFORMES	Picidae	Melanerpes santacruzi dubius	"(Cabot, S)"	1844	Proc. Boston Soc. Nat. Hist. 1: 164	https://biodiversitylibrary.org/page/9490592
10189	PICIFORMES	Picidae	Melanerpes santacruzi polygrammus	(Cabanis)	1862	J. für Orn. 10: 326	https://biodiversitylibrary.org/page/32706170
10190	PICIFORMES	Picidae	Melanerpes santacruzi leei	(Ridgway)	1885	Proc. Biol. Soc. Wash. 3: 22	https://biodiversitylibrary.org/page/2344299
10191	PICIFORMES	Picidae	Melanerpes santacruzi pauper	(Ridgway)	1888	Proc. U.S. Natl. Mus. 10: 582	https://biodiversitylibrary.org/page/7485722
10192	PICIFORMES	Picidae	Melanerpes santacruzi canescens	(Salvin)	1889	Ibis (Ser. 6) 1:370	https://biodiversitylibrary.org/page/16280750
10193	PICIFORMES	Picidae	Melanerpes santacruzi veraecrucis	Nelson	1900	Auk 17: 259	https://sora.unm.edu/sites/default/files/journals/auk/v017n03/p0253-p0270.pdf
10194	PICIFORMES	Picidae	Melanerpes santacruzi insulanus	"(Bond, J)"	1936	Proc. Acad. Nat. Sci. Philadelphia 88: 360	https://www.jstor.org/stable/4064193
10195	PICIFORMES	Picidae	Melanerpes santacruzi turneffensis	(Russell)	1963	Occ. Pap. Mus. Zool. L.S.U. no. 25: 1	https://sites01.lsu.edu/wp/mnspapers/files/2017/08/Occassional-Paper-25_updated.pdf
